tx_hash,block_number,timestamp,from_address,to_address,value,token_address,log_index,datetime
0x3b7a04327ccab6e8e81aaa817f41e7b3ef001b8da82744d603ded30986b50ee8,20791202,1726828115,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x0000000000000000000000000000000000000000,1068.5576349047867,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,594,2024-09-20 10:28:35
0x3b7a04327ccab6e8e81aaa817f41e7b3ef001b8da82744d603ded30986b50ee8,20791202,1726828115,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,1526.5201615250437,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,603,2024-09-20 10:28:35
0x3b7a04327ccab6e8e81aaa817f41e7b3ef001b8da82744d603ded30986b50ee8,20791202,1726828115,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,0xe37e799d5077682fa0a244d46e5649f71457bd09,1068.5576349047867,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,591,2024-09-20 10:28:35
0x3b7a04327ccab6e8e81aaa817f41e7b3ef001b8da82744d603ded30986b50ee8,20791202,1726828115,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,1526.5201615250437,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,607,2024-09-20 10:28:35
0xf04e92014d84857f318402ee14f025d87578dc55aeca86f3a2d397dd135b4232,20819950,1727174819,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,6611.7277178347695,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,371,2024-09-24 10:46:59
0xf04e92014d84857f318402ee14f025d87578dc55aeca86f3a2d397dd135b4232,20819950,1727174819,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,6611.7277178347695,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,375,2024-09-24 10:46:59
0x0aa13b1c8463343d6abb61bca8b54658f4ca6655edecb55e38515a24aa6e80a2,20825615,1727243063,0xc035a7cf15375ce2706766804551791ad035e0c2,0x07833eadf87cd3079da281395f2fba24b61f90f7,2627.505639874887,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,786,2024-09-25 05:44:23
0x0aa13b1c8463343d6abb61bca8b54658f4ca6655edecb55e38515a24aa6e80a2,20825615,1727243063,0x07833eadf87cd3079da281395f2fba24b61f90f7,0x0000000000000000000000000000000000000000,2627.505639874887,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,788,2024-09-25 05:44:23
0x0aa13b1c8463343d6abb61bca8b54658f4ca6655edecb55e38515a24aa6e80a2,20825615,1727243063,0x0000000000000000000000000000000000000000,0xe37e799d5077682fa0a244d46e5649f71457bd09,2102.00451189991,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,802,2024-09-25 05:44:23
0x0aa13b1c8463343d6abb61bca8b54658f4ca6655edecb55e38515a24aa6e80a2,20825615,1727243063,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,2102.00451189991,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,807,2024-09-25 05:44:23
0x04f4ff13b920c812a3634243b1f2cb9cbce939173ff7788fc8045b21e4be14fd,20862222,1727684303,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,0xe37e799d5077682fa0a244d46e5649f71457bd09,1016.9756428746404,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,460,2024-09-30 08:18:23
0x04f4ff13b920c812a3634243b1f2cb9cbce939173ff7788fc8045b21e4be14fd,20862222,1727684303,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x0000000000000000000000000000000000000000,1016.9756428746404,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,463,2024-09-30 08:18:23
0x04f4ff13b920c812a3634243b1f2cb9cbce939173ff7788fc8045b21e4be14fd,20862222,1727684303,0x0000000000000000000000000000000000000000,0x07833eadf87cd3079da281395f2fba24b61f90f7,1694.9189396827348,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,470,2024-09-30 08:18:23
0x04f4ff13b920c812a3634243b1f2cb9cbce939173ff7788fc8045b21e4be14fd,20862222,1727684303,0x07833eadf87cd3079da281395f2fba24b61f90f7,0xc035a7cf15375ce2706766804551791ad035e0c2,1694.9189396827348,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,474,2024-09-30 08:18:23
0x2b8fde3e594d8601dbc4ab1194f77d134c4c1866b8e2193d3abfbcc40342d286,20953779,1728787559,0xb13aa2d0345b0439b064f26b82d8dcf3f508775d,0x0000000000000000000000000000000000000000,12.319671723228272,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,144,2024-10-13 02:45:59
0x2b8fde3e594d8601dbc4ab1194f77d134c4c1866b8e2193d3abfbcc40342d286,20953779,1728787559,0xacaf36a642d7e735403cf08aa4788ba77b79330a,0xb13aa2d0345b0439b064f26b82d8dcf3f508775d,12.319671723228272,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,141,2024-10-13 02:45:59
0xe146366c1b115b9c6e91a6671350abc93d23aad9c7b82234b96f0fd8a3d55e99,20955573,1728809459,0x2a64f4cef8670d6de18ce5d2ecf54ee1031137bc,0xb13aa2d0345b0439b064f26b82d8dcf3f508775d,93.94048521556816,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,201,2024-10-13 08:50:59
0xe146366c1b115b9c6e91a6671350abc93d23aad9c7b82234b96f0fd8a3d55e99,20955573,1728809459,0xb13aa2d0345b0439b064f26b82d8dcf3f508775d,0x0000000000000000000000000000000000000000,93.94048521556816,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,204,2024-10-13 08:50:59
0xcd92ad81cb0d11cf55535c860faf9f73ae0296324c5c964865d75bf57def8cbe,20973018,1729020095,0xb13aa2d0345b0439b064f26b82d8dcf3f508775d,0x0000000000000000000000000000000000000000,208.71617526415156,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,397,2024-10-15 19:21:35
0xcd92ad81cb0d11cf55535c860faf9f73ae0296324c5c964865d75bf57def8cbe,20973018,1729020095,0x2a64f4cef8670d6de18ce5d2ecf54ee1031137bc,0xb13aa2d0345b0439b064f26b82d8dcf3f508775d,208.71617526415156,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,394,2024-10-15 19:21:35
0x518c9173f0adfd1771fe85fabffc79f0265a08d8b39c1bc98ec006807fd936ae,20983727,1729149311,0xe37e799d5077682fa0a244d46e5649f71457bd09,0xba12222222228d8ba445958a75a0704d566bf2c8,419.38366957729784,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,39,2024-10-17 07:15:11
0x518c9173f0adfd1771fe85fabffc79f0265a08d8b39c1bc98ec006807fd936ae,20983727,1729149311,0xc035a7cf15375ce2706766804551791ad035e0c2,0x07833eadf87cd3079da281395f2fba24b61f90f7,3883.18212571572,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,17,2024-10-17 07:15:11
0x518c9173f0adfd1771fe85fabffc79f0265a08d8b39c1bc98ec006807fd936ae,20983727,1729149311,0x07833eadf87cd3079da281395f2fba24b61f90f7,0x0000000000000000000000000000000000000000,3883.18212571572,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,19,2024-10-17 07:15:11
0x518c9173f0adfd1771fe85fabffc79f0265a08d8b39c1bc98ec006807fd936ae,20983727,1729149311,0x0000000000000000000000000000000000000000,0xe37e799d5077682fa0a244d46e5649f71457bd09,3494.8639131441487,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,33,2024-10-17 07:15:11
0x518c9173f0adfd1771fe85fabffc79f0265a08d8b39c1bc98ec006807fd936ae,20983727,1729149311,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,3075.4802435668507,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,43,2024-10-17 07:15:11
0x0c3257a7a9d08ffcab8ceafcdf72562c1d3224614daacbbd32a097523b13ea7c,21052651,1729980107,0xb13aa2d0345b0439b064f26b82d8dcf3f508775d,0x0000000000000000000000000000000000000000,106.30100221188384,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,173,2024-10-26 22:01:47
